"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">여의도동 국회대로74길 12</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">제과점</span>","<span jstcache=""126"">파리크라상 여의도점</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.5</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">대현동 이화여대8길 2</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">커피숍/커피 전문점</span>","<span jstcache=""126"">Cafe Pera</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.4</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">연희동 89-23</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">카페</span>","<span jstcache=""126"">핌커피</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.1</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">상수동 독막로15길 136</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">카페</span>","<span jstcache=""126"">데코아발림</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.1</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">상수동 와우산로 59-1</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">제과점</span>","<span jstcache=""126"">스노브</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.1</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">신촌동 연세로 32 서울특별시</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">제과점</span>","<span jstcache=""126"">Gordes Bakery Cafe</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.4</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">신촌동 연세로 32 서울특별시</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">제과점</span>","<span jstcache=""126"">Gordes Bakery Cafe</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.2</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">서교동 동교로25길 7</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">디저트 전문점</span>","<span jstcache=""126"">Patisserie x Roastery imi</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.1</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">연남동 366-19</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">케이크 전문점</span>","<span jstcache=""126"">피오니 연남점</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.1</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">여의도동 여의나루로 42</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">제과점</span>","<span jstcache=""126"">Paris Baguette</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.8</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">익선동 수표로28길 21-3</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">디저트 전문점</span>","<span jstcache=""126"">프앙디</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.4</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">연희맛로 23</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">디저트 전문점</span>","<span jstcache=""126"">골든 치즈타르트 연희점 (Golden Cheese Tart Yeonhui)</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.3</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">상수동 독막로15길 136</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">카페</span>","<span jstcache=""126"">데코아발림</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.1</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">서교동 372-9</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">카페</span>","<span jstcache=""126"">Cafe Redbig</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.5</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">명동2가 명동길 74</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">프랑스 제과점</span>","<span jstcache=""126"">르빵 명동점</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.1</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">연희동 89-23</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">카페</span>","<span jstcache=""126"">핌커피</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.2</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">장충동2가 202</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">제과점</span>","<span jstcache=""126"">패스트리부티크</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.2</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">연남동 366-19</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">케이크 전문점</span>","<span jstcache=""126"">피오니 연남점</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.0</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">관철동 5-8 카페 뎀셀브즈</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">카페</span>","<span jstcache=""126"">카페 뎀셀브즈</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.0</span>"
address,kind,name,score
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">문래동3가 77-8</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">제과점</span>","<span jstcache=""126"">쉐프조</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.2</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">서교동 372-9</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">카페</span>","<span jstcache=""126"">레드</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.1</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">대현동 이화여대길 52-45</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">카페</span>","<span jstcache=""126"">카페페라 유니크</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.4</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">반포동</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">프랑스 제과점</span>","<span jstcache=""126"">줄리에뜨</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.6</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">합정동 딜라이트스퀘어 A 동 스타벅스 옆 1층</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">디저트 전문점</span>","<span jstcache=""126"">골든 치즈타르트 본점 (Golden Cheese Tart)</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">3.7</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">여의도동 43-3</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">제과점</span>","<span jstcache=""126"">엘리스파이</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.0</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">여의도동 국회대로74길 12</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">제과점</span>","<span jstcache=""126"">파리크라상 여의도점</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.7</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">여의도동 11-11</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">제과점</span>","<span jstcache=""126"">뚜레쥬르 여의서로점</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.1</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">상수동 와우산로 59-1</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">제과점</span>","<span jstcache=""126"">스노브</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.0</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">서교동 어울마당로 56</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">케이크 전문점</span>","<span jstcache=""126"">피오니</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">3.5</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">여의도동 국회대로</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">제과점</span>","<span jstcache=""126"">뚜레쥬르 국회의사당점</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">3.6</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">대현동 이화여대8길 2</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">커피숍/커피 전문점</span>","<span jstcache=""126"">Cafe Pera</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.4</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">상수동 독막로15길 136</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">카페</span>","<span jstcache=""126"">데코아발림</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.1</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">신촌동 연세로 32 서울특별시</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">제과점</span>","<span jstcache=""126"">Gordes Bakery Cafe</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.4</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">서교동 동교로25길 7</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">디저트 전문점</span>","<span jstcache=""126"">Patisserie x Roastery imi</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.1</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">여의도동 여의나루로 42</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">제과점</span>","<span jstcache=""126"">Paris Baguette</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.8</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">연희맛로 23</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">디저트 전문점</span>","<span jstcache=""126"">골든 치즈타르트 연희점 (Golden Cheese Tart Yeonhui)</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.5</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">연희동 89-23</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">카페</span>","<span jstcache=""126"">핌커피</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.3</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">서교동 372-9</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">카페</span>","<span jstcache=""126"">Cafe Redbig</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.2</span>"
address,kind,name,score
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">반포동</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">프랑스 제과점</span>","<span jstcache=""126"">줄리에뜨</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.4</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">대현동 이화여대길 52-45</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">카페</span>","<span jstcache=""126"">카페페라 유니크</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.1</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">문래동3가 77-8</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">제과점</span>","<span jstcache=""126"">쉐프조</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.2</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">서교동 372-9</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">카페</span>","<span jstcache=""126"">레드</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.6</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">합정동 딜라이트스퀘어 A 동 스타벅스 옆 1층</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">디저트 전문점</span>","<span jstcache=""126"">골든 치즈타르트 본점 (Golden Cheese Tart)</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">3.7</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">여의도동 43-3</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">제과점</span>","<span jstcache=""126"">엘리스파이</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.5</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">연희동 89-23</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">카페</span>","<span jstcache=""126"">핌커피</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">3.4</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">반포동</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">프랑스 제과점</span>","<span jstcache=""126"">줄리에뜨</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.4</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">방배동 444-3</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">식음료</span>","<span jstcache=""126"">카페페라클래식</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.8</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">대현동 이화여대길 52-45</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">카페</span>","<span jstcache=""126"">카페페라 유니크</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.1</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">연희맛로 23</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">디저트 전문점</span>","<span jstcache=""126"">골든 치즈타르트 연희점 (Golden Cheese Tart Yeonhui)</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">3.6</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">문래동3가 77-8</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">제과점</span>","<span jstcache=""126"">쉐프조</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.2</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">대현동 이화여대8길 2</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">커피숍/커피 전문점</span>","<span jstcache=""126"">Cafe Pera</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.0</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">서교동 372-9</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">카페</span>","<span jstcache=""126"">레드</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.6</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">여의도동 국회대로74길 12</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">제과점</span>","<span jstcache=""126"">파리크라상 여의도점</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.1</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">합정동 딜라이트스퀘어 A 동 스타벅스 옆 1층</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">디저트 전문점</span>","<span jstcache=""126"">골든 치즈타르트 본점 (Golden Cheese Tart)</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">3.7</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">상수동 와우산로 59-1</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">제과점</span>","<span jstcache=""126"">스노브</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.0</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">여의도동 43-3</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">제과점</span>","<span jstcache=""126"">엘리스파이</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.5</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">서교동 어울마당로 56</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">케이크 전문점</span>","<span jstcache=""126"">피오니</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.1</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">연희동 89-23</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">카페</span>","<span jstcache=""126"">핌커피</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">3.4</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">신촌동 연세로 32 서울특별시</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">제과점</span>","<span jstcache=""126"">Gordes Bakery Cafe</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.2</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">방배동 444-3</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">식음료</span>","<span jstcache=""126"">카페페라클래식</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.8</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">연남동 366-19</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">케이크 전문점</span>","<span jstcache=""126"">피오니 연남점</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.1</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">연희맛로 23</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">디저트 전문점</span>","<span jstcache=""126"">골든 치즈타르트 연희점 (Golden Cheese Tart Yeonhui)</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">3.6</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">익선동 수표로28길 21-3</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">디저트 전문점</span>","<span jstcache=""126"">프앙디</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.2</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">대현동 이화여대8길 2</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">커피숍/커피 전문점</span>","<span jstcache=""126"">Cafe Pera</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.0</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">클래 시아, 남부 순환로 2927, 108 호 대치, 대치동</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">제과점</span>","<span jstcache=""126"">김영모과자점 대치점</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.4</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">반포동</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">프랑스 제과점</span>","<span jstcache=""126"">줄리에뜨</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.4</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">여의도동 국회대로74길 12</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">제과점</span>","<span jstcache=""126"">파리크라상 여의도점</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.1</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">서초동 서초대로58길 37</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">제과점</span>","<span jstcache=""126"">밀갸또</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.4</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">대현동 이화여대길 52-45</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">카페</span>","<span jstcache=""126"">카페페라 유니크</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.1</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">상수동 와우산로 59-1</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">제과점</span>","<span jstcache=""126"">스노브</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.0</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">상수동 독막로15길 136</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">카페</span>","<span jstcache=""126"">데코아발림</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.1</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">문래동3가 77-8</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">제과점</span>","<span jstcache=""126"">쉐프조</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.2</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">서교동 어울마당로 56</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">케이크 전문점</span>","<span jstcache=""126"">피오니</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.1</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">서교동 372-9</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">카페</span>","<span jstcache=""126"">레드</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.6</span>"
"<span jstcache=""141"" class=""section-result-location"" jsan=""7.section-result-location"">신촌동 연세로 32 서울특별시</span>","<span jstcache=""139"" class=""section-result-details"" jsan=""7.section-result-details"">제과점</span>","<span jstcache=""126"">Gordes Bakery Cafe</span>","<span aria-hidden=""true"" jstcache=""300"" class=""cards-rating-score"" jsan=""7.cards-rating-score,0.aria-hidden"">4.2</span>"
